Timestamp,Drone_ID,Missao_ID,Estado,PosX,PosY,PosZ,Bateria_kWh,Carga_kg,Impacto
07:35:47.593619,0,1,IDA,141.0,262.0,0.1,0.007832,3.0,0
07:35:52.397137,0,1,VOLTA,57.0,290.0,0.1,0.012632,0.0,0
07:35:56.567739,1,2,IDA,85.0,327.0,0.1,0.006348,3.0,0
07:36:00.757946,1,2,VOLTA,57.0,290.0,0.1,0.010064,0.0,0
07:36:05.499833,0,3,IDA,199.0,249.0,0.1,0.020651,3.0,0
07:36:10.459515,0,3,VOLTA,57.0,290.0,0.1,0.025586,0.0,0
07:36:15.054783,1,4,IDA,116.0,335.0,0.1,0.0172,3.0,0
07:36:19.455496,1,4,VOLTA,57.0,290.0,0.1,0.021492,0.0,0
07:36:25.286302,0,5,IDA,233.0,400.0,0.1,0.035924,3.0,0
07:36:31.265768,0,5,VOLTA,57.0,290.0,0.1,0.042554,0.0,0
07:36:37.493055,1,6,IDA,248.0,80.0,0.1,0.032711,3.0,0
07:36:43.482027,1,6,VOLTA,57.0,290.0,0.1,0.039985,0.0,0
07:36:49.161860,0,7,IDA,258.0,475.0,0.1,0.052706,3.0,0
07:36:55.316624,0,7,VOLTA,57.0,290.0,0.1,0.0592,0.0,0
07:36:59.683863,1,8,IDA,157.0,191.0,0.1,0.046797,3.0,0
07:37:04.177413,1,8,VOLTA,57.0,290.0,0.1,0.050851,0.0,0
07:37:08.231175,0,9,IDA,101.0,271.0,0.1,0.065131,3.0,0
07:37:13.497258,0,9,VOLTA,57.0,290.0,0.1,0.068541,0.0,0
07:37:18.953352,1,10,IDA,130.0,323.0,0.1,0.057431,3.0,0
07:37:24.533709,1,10,VOLTA,57.0,290.0,0.1,0.061316,0.0,0
